product_name,product_url,product_type,price,Concern List,Skin Type,ingredients,Concern List_
Darphin Dark Circle Relief and De-Puffing Eye Serum 15ml,https://www.lookfantastic.com/darphin-dark-circle-relief-and-de-puffing-eye-serum-15ml/10362571.html,Serum,£42.00,"['Acne-prone', 'Enlarged pores']",Oily,"['dimethicon', 'isododecane', 'cyclopentasiloxane', 'polysilicone-11', 'butylene glycol', 'ascorbyl glucoside', 'dimethicon', 'trametes versicolor extract', 'sodium rna', 'curcuma longa root extract', 'saccharomyces lysate extract', 'gentiana lutea (gentian) root extract', 'betula alba bark extract', 'oryza sativa bran', 'citrus grandis', 'salicylic acid', 'dimethoxytolyl propylresorcinol', 'triticum vulgare bran extract', 'scutellaria baicalensis extract', 'hordeum vulgare extract', 'cucumis sativus extract', 'hydrolyzed opuntia ficus indica flower extract', 'ammonium acryloyldimethyltaurate/vp', 'morus nigra extract', 'cholesterol', 'faex extract', 'glycyrrhetinic acid', 'polysorbate-20', 'isohexadecane', 'propylene glycol dicoco-caprylate', 'helianthus annuus seed oil', 'polysorbate 80', 'peg-6', 'sodium hyaluronate', 'tromethamine', 'di-c12-18 alkyl dimonium chloride', 'acetyl glucosamine', 'squalene', 'tocopheryl acetate', 'sodium sulfite', 'sodium metabisulfite', 'acrylamide/sodium', 'parfum', 'caprylyl glycol', 'hexylene glycol', 'sodium hydroxide', 'disodium edta', 'phenoxyethanol', 'potassium sorbate', 'alpha-isomethyl ionone', 'linalool', 'citral', 'limonene', 'ci 15985', 'ci 19140']","'Acne-prone', 'Enlarged pores'"
Zelens Youth Concentrate Supreme Age-Defying Serum (30ml),https://www.lookfantastic.com/zelens-youth-concentrate-supreme-age-defying-serum-30ml/11097958.html,Serum,£160.00,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Dry,"['capric triglyceride', 'hydrogenated polydecene', 'methylsilanol mannuronate', 'phytosteryl canola glycerides', 'ethylhesyldodecanol', 'glycerin', 'methylepropanediol', 'phenoxyethanol', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'cetearyl glucoside', 'glycine soja extract', 'parfum', 'sodium hyaluronate', 'ammonium acryloyldimethyltaurate/vp', 'tocopherol', 'ethylhexyl glycerin', 'disodium edta', 'triethanolamine', 'teprenone', 'xanthan gum', 'carbomer', 'retinol', 'geranylgeranylisopropanol', 'sodium hyaluronate', 'silanetriol', 'citric acid', 'hydrolyzed soy protein', 'sorbic acid', 'palmitoyl dipeptide-5 diaminobutyroyl hydroxythreonine', 'palmitoyl tripeptide-5', 'tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate', 'magnesium chloride', 'l-glutamylamideothyl imidazole', 'linalool', 'gryceryl caprylate', 'hydrolyzed yeast protein', 'sodium benzoate']", 'Bags under eyes'
L'Oréal Paris Revitalift Filler + Hyaluronic Acid Replumping Serum 16ml,https://www.lookfantastic.com/l-oreal-paris-revitalift-filler-hyaluronic-acid-replumping-serum-16ml/11205949.html,Serum,£19.99,"['Acne-prone', 'Enlarged pores']",Oily,"['glycerin', 'alcohol denat', 'dimethicon', 'butylene glycol', 'dipropylene glycol', 'silica', 'sodium hyaluronate', 'alpinia galanga leaf extract', 'carbomer', 'methylsilanol/silicate crosspolymer', 'sodium hydroxide', 'ammonium polyacryloyldmethyl taurate', 'dipotassium glycyrrhizate', 'disodium edta', 'capryloyl salicylic acid', 'titanium dioxide', 'ci 77019', 'linalool', 'citronellol', 'benzyl alcohol', 'benzyl benzoate', 'benzyl salicylate']","'Acne-prone', 'Enlarged pores'"
Elizabeth Arden Prevage Advanced Daily Serum,https://www.lookfantastic.com/elizabeth-arden-prevage-advanced-daily-serum/10664989.html,Serum,£180.00,"['Acne-prone', 'Enlarged pores']",Oily,"['cyclopentasiloxane', 'butylene glycol', 'pentylene glycol', 'dimethicon', 'methyl trimethicone', 'isododecane', 'dipropylene glycol', 'glycerin', 'peg-75', 'polysilicone-11', 'panthenyl triacetate', 'caprylyl methicone', 'propylene glycol', 'hydroxydecyl ubiquinoyl dipalmitoyl glycerate', 'glycereth-26', 'dimethicon', 'ergothioneine', 'chondrus crispus extract', 'sodium hyaluronate', 'retinyl linoleate', 'tocopheryl acetate', 'glycine soja extract', 'caprylyl glycol', 'coco-caprylate', 'isohexadecane', 'ppg-2 isoceteth-20 acetate', 'urea', 'acetyl farnesylcysteine', 'hydrogenated lecithin', 'lecithin', 'lysophosphatidic acid', 'naringenin', 'methylsilanol hydroxyproline aspartate', 'palmitoyl hexapeptide-19', 'quercus suber bark extract', 'caprooyl tetrapeptide-3', 'oligopeptide-68', 'acrylamide/sodium', 'ammonium acryloyldimethyltaurate/vp', 'decyl glucoside', 'lysolecithin', 'polysorbate-20', 'polysorbate 80', 'sodium oleate', 'polyimide-1', 'dextran', 'hexylene glycol', 'disodium edta', 'salicylic acid', 'ci 77019', 'ci 77861', 'aminopropyl dimethicon', 'parfum', 'alpha-isomethyl ionone', 'linalool', 'benzophenone-4', 'ethylparaben', 'methylparaben', 'phenoxyethanol', 'potassium sorbate', 'propylparaben', 'sodium dehydroacetate', 'sodium methylparaben', 'ci 14700', 'titanium dioxide', 'ci 19140']","'Acne-prone', 'Enlarged pores'"
L'Oréal Paris Age Perfect Nutrition Intense Supreme Repairing Serum,https://www.lookfantastic.com/l-oreal-paris-age-perfect-nutrition-intense-supreme-repairing-serum/11850172.html,Serum,£14.99,['Bags under eyes'],Dry,"['glycerin', 'alcohol denat', 'cyclohexasiloxane', 'hydrolyzed soy protein', 'isohexadecane', 'jasminum officinale extract', 'mel', 'calcium pantetheine sulfonate', 'cetearyl ethylhexanoate', 'caffeinee', 'cholesterol', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'isopropyl myristate', 'hydrogenated polyisobutene', 'hydroxypalmitoyl sphinganine', 'caprylyl glycol', 'biosaccharide', 'pentylene glycol', 'phenoxyethanol', 'linalool', 'geraniol', 'eugenol', 'coumarin', 'limonene', 'citral', 'citronellol', 'benzyl alcohol', 'parfum']",'Bags under eyes'
Green People Age Defy+ Line Eraser Lip & Eye Serum (10ml),https://www.lookfantastic.com/green-people-age-defy-line-eraser-lip-eye-serum-10ml/11199039.html,Serum,£27.60,"['Acne-prone', 'Enlarged pores']",Oily,"['simmondsia chinensis leaf extract', 'glycerin', 'hamamelis virginiana', 'propanediol', 'hibiscus sabdariffa flower extract', 'baicalin (baical scullcap extract)', 'punica granatum seed oil', 'aloe barbadenis extract', 'vaccinium macrocarpon fruit extract', 'rosmarinus officinalis extract', 'eryngium maritimum extract', 'argania spinosa extract', 'sodium cocoyl glutamate', 'sclerotium gum', 'xanthan gum', 'tocopherol', 'hydrolysed simmondsia chinensis leaf extract', 'lavandula angustifolia', 'cinnamomum camphora bark oil', 'pelargonium graveolens extract', 'cymbopogon martini oil', 'cananga odorata flower oil', 'citrus limon juice extract', 'chamomilla recutita flower oil', 'benzyl alcohol', 'salicylic acid', 'sorbic acid', 'citral', 'limonene', 'geraniol', 'linalool', 'farnesol', 'citronellol', 'benzyl salicylate', 'benzyl benzoate']","'Acne-prone', 'Enlarged pores'"
Erno Laszlo AHA Resurfacing Sleep Serum,https://www.lookfantastic.com/erno-laszlo-aha-resurfacing-sleep-serum/12371670.html,Serum,£95.00,"['Acne-prone', 'Enlarged pores']",Oily,"['glycolic acid', 'lactic acid', 'sodium hydroxide', 'glycerin', 'ananas sativas fruit extract', 'chlorphenesin', 'citric acid', 'hexanoyl dipeptide-3 norleucine acetate', 'lecithin', 'lycium chinense extract', 'malic acid', 'phenoxyethanol', 'phytic acid', 'pleiogynium timorienese fruit extract', 'podocarpus elatus fruit extract', 'pullulan', 'salicylic acid', 'salix alba extract', 'sclerotium gum', 'maris sal', 'sodium hyaluronate', 'sodium carrageenan', 'terminalia ferdinandiana fruit extract', 'xanthan gum', 'ethylhexyl glycerin']","'Acne-prone', 'Enlarged pores'"
NUXE Huile Prodigieuse Multi Usage Dry Oil 50ml,https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-usage-dry-oil-50ml/11401781.html,Oil,£18.50,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Unknown,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'camellia oleifera seed oil', 'parfum', 'camellia japonica extract', 'tocopherol', 'argania spinosa extract', 'borago officinalis seed oil', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']", 'Bags under eyes'
NUXE Huile Prodigieuse Multi Usage Dry Oil 100ml,https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-usage-dry-oil-100ml/11401780.html,Oil,£29.50,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Unknown,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'camellia oleifera seed oil', 'parfum', 'camellia japonica extract', 'tocopherol', 'argania spinosa extract', 'borago officinalis seed oil', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']", 'Bags under eyes'
NUXE Huile Prodigieuse Golden Shimmer Multi Usage Dry Oil 50ml,https://www.lookfantastic.com/nuxe-huile-prodigieuse-golden-shimmer-multi-usage-dry-oil-50ml/11401783.html,Oil,£22.50,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Unknown,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'ci 77019', 'camellia oleifera seed oil', 'parfum', 'silica', 'camellia japonica extract', 'tocopherol', 'titanium dioxide', 'argania spinosa extract', 'borago officinalis seed oil', 'ci 77491', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']", 'Bags under eyes'
BBB London Luscious Lash Oil 7.5ml,https://www.lookfantastic.com/bbb-london-luscious-lash-oil-7.5ml/11741077.html,Oil,£24.00,['Redness'],Dry,"['prunus armeniaca fruit extract', 'olea europaea fruit oil', 'castor oil', 'castor oil', 'fumed silica', 'glycerin', 'panthenol', 'simmondsia chinensis leaf extract', 'cananga odorata flower oil', 'rosmarinus officinalis extract', 'jasminum officinale extract', 'bambusa arundinacea stem extract', 'limonene', 'linalool', 'benzyl benzoate', 'farnesol', 'benzyl salicylate']",'Redness'
Rodial Vitamin C Deluxe Drops 10ml,https://www.lookfantastic.com/rodial-vitamin-c-deluxe-drops-10ml/12062177.html,Oil,£27.00,['Redness'],Dry,"['butylene glycol', 'babassu oil glycereth-8 esters', 'ascorbyl glucoside', 'olea europaea fruit oil', 'prunus amygdalus dulcis', 'castor oil', 'phenoxyethanol', 'ammonium acryloyldimethyltaurate/vp', 'panthenol', 'benzyl alcohol', 'sodium hydroxide', 'helianthus annuus seed oil', 'disodium edta', 'ethylhexyl glycerin', 'parfum', 'limonene', 'dehydroacetic acid', 'geraniol', 'linalool', 'beta-carotene', 'daucus carota sativa extract', 'daucus carota sativa extract', 'ascorbyl palmitate']",'Redness'
Erno Laszlo Detoxifying Cleansing Oil 195ml,https://www.lookfantastic.com/erno-laszlo-detoxifying-cleansing-oil/11314426.html,Oil,£55.00,"['Acne-prone', 'Enlarged pores']",Oily,"['disodium lauryl sulfosuccinate', 'butylene glycol', 'polysorbate-20', 'acrylates/c10-30 alkyl', 'butyrospermum parkii', 'sodium lauryl sulfoacetate', 'disodium cocoamphodiacetate', 'simmondsia chinensis leaf extract', 'olea europaea fruit oil', 'vitis vinifera extract', 'maris aqua', 'tocopheryl acetate', 'charcoal powder', 'disodium edta', 'sodium hydroxide', 'hexylene glycol', 'caprylyl glycol', 'phenoxyethanol', 'chlorphenesin', 'parfum']","'Acne-prone', 'Enlarged pores'"
First Aid Beauty Ultra Repair Oat & Cannabis Sativa Seed Oil 30ml,https://www.lookfantastic.com/first-aid-beauty-ultra-repair-oat-cannabis-sativa-seed-oil-30ml/12190345.html,Oil,£30.00,['Redness'],Dry,"['simmondsia chinensis leaf extract', 'isodecyl neopentanoate', 'colloidal oatmeal', 'cannabis sativa extract', 'borago officinalis seed oil', 'rosmarinus officinalis extract', 'persea gratissima oil', 'butyrospermum parkii', 'oryza sativa bran', 'camellia sinensis extract', 'ribes nigrum bud oil', 'chlorella vulgaris extract', 'panax ginseng root extract', 'chrysanthemum parthenium (feverfew) extract', 'glycyrrhiza glabra root extract', 'arnica montana extract', 'glycerin', 'vitis vinifera extract', 'tocopheryl acetate', 'ricinoleth-40', 'butylene glycol', 'leuconostoc/radish root ferment filtrate', 'phenoxyethanol', 'edta', 'citric acid', 'limonene', 'linalool']",'Redness'
Estée Lauder Revitalizing Supreme+ Nourishing and Hydrating Dual Phase Treatment Oil 30ml,https://www.lookfantastic.com/estee-lauder-revitalizing-supreme-nourishing-and-hydrating-dual-phase-treatment-oil/11794035.html,Oil,£44.10,['Bags under eyes'],Dry,"['neopentyl glycol diheptanoate', 'dicaprylyl carbonate', 'hydrogenated polyisobutene', 'glycerin', 'glycereth-26', 'propanediol', 'oenothera biennis flower extract', 'limnanthes alba seed oil', 'camelina sativa seed oil', 'prunus armeniaca fruit extract', 'mangifera indica extract', 'pyrus malus flower extract', 'lens esculenta (lentil) fruit extract', 'sigesbeckia orientalis extract', 'sucrose', 'algae extract', 'moringa oleifera seed oil', 'castor oil', 'peg-75', 'sorbitol', 'caprylyl glycol', 'sodium chloride', 'laminaria digitata extract', 'sodium hyaluronate', 'opuntia tuna extract', 'caffeinee', 'tocopheryl acetate', 'simmondsia chinensis leaf extract', 'citrullus lanatus fruit extract', 'choleth-24', 'acetyl hexapeptide-8', 'isoceteth-20', 'ceteth-24', 'hexylene glycol', 'sodium lactate', 'sodium pca', 'butylene glycol', 'tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate', 'sodium citrate', 'parfum', 'citric acid', 'bht', 'potassium sorbate', 'phenoxyethanol', 'chlorphenesin', 'ci 15985']",'Bags under eyes'
PIXI Glow Mist 80ml,https://www.lookfantastic.com/pixi-glow-mist-80ml/11105029.html,Mist,£16.00,"['Acne-prone', 'Enlarged pores', 'Redness']",Oily,"['olea europaea fruit oil', 'dipropylene glycol', 'butylene glycol', 'propolis extract', 'niacinamide', 'argania spinosa extract', 'aloe barbadenis extract', 'betaine', 'sodium hyaluronate', 'peg/ppg-17/6 copolymer', 'panthenol', 'carthamus tinctorius extract', 'persea gratissima oil', 'oenothera biennis flower extract', 'rosa canina flower oil', 'simmondsia chinensis leaf extract', 'macadamia ternifolia seed oil', '1,2-hexanediol', 'caprylyl glycol', 'illicium verum fruit extract', 'adenosine', 'rosa damascena', 'tagetes minuta flower oil', 'mentha arvensis leaf oil', 'elettaria cardamomum seed oil', 'thymus vulgaris leaf extract', 'eugenia', 'melaleuca alternifolia leaf extract', 'vetiveria zizanoides root oil', 'cymbopogon schoenanthus oil', 'pelargonium graveolens extract', 'lavandula angustifolia', 'citrus limon juice extract', 'citrus aurantium dulcis']","'Acne-prone', 'Enlarged pores', 'Redness'"
La Roche-Posay Toleriane Ultra 8 Face Mist 100ml,https://www.lookfantastic.com/la-roche-posay-toleriane-ultra-8-face-mist-100ml/12021436.html,Mist,£19.50,['Redness'],Dry,"['glycerin', 'propanediol', 'pentylene glycol', 'allantoin', 'sodium chloride', 'carnosine', 'cocamidopropyl betaine', 'citric acid']",'Redness'
PIXI Hydrating Milky Mist 80ml,https://www.lookfantastic.com/pixi-hydrating-milky-mist-80ml/11200054.html,Mist,£18.00,['Redness'],Dry,"['glycerin', 'ethylhexyl palmitate', 'dipropylene glycol', 'cetyl ethylhexanoate', 'phenoxyethanol', 'polyglyceryl-10 oleate', 'ethylhexyl glycerin', 'castor oil', 'cetearyl isononanoate', 'allantoin', 'ceteareth 20', 'trideceth-10', 'hydrolyzed glycosaminoglycans', 'hydrogenated lecithin', 'glyceryl stearate', 'ceteareth-12', 'cetyl alcohol', 'stearyl alcohol', 'cetyl palmitate', 'disodium edta', 'parfum', 'citric acid', 'benzoic acid', 'lecithin', 'avena strigosa seed extract']",'Redness'
NUXE Huile Prodigieuse Florale Mist 100ml,https://www.lookfantastic.com/nuxe-huile-prodigieuse-florale-mist-100ml/12126087.html,Mist,£29.50,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Unknown,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'parfum', 'camellia oleifera seed oil', 'camellia japonica extract', 'tocopherol', 'argania spinosa extract', 'borago officinalis seed oil', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'limonene', 'linalool', 'citral', 'citronellol', 'hydroxycitronellal', 'geraniol']", 'Bags under eyes'
PIXI Vitamin Wakeup Mist 80ml,https://www.lookfantastic.com/pixi-vitamin-wakeup-mist-80ml/11384907.html,Mist,£16.00,"['Acne-prone', 'Enlarged pores', 'Redness']",Oily,"['citrus aurantium dulcis', 'glycerin', 'dipropylene glycol', 'butylene glycol', 'niacinamide', 'castor oil', '1,2-hexanediol', 'caprylyl glycol', 'ethylhexyl glycerin', 'allantoin', 'magnesium ascorbyl phosphate', 'citric acid', 'sodium citrate', 'citrus grandis', 'adenosine', 'tropolone', 'disodium edta', 'arganine', 'lavandula angustifolia', 'citrus sinensis fruit extract', 'sodium hyaluronate', 'citrus aurantifolia oil', 'glycyrrhiza glabra root extract', 'sodium starch octenylsuccinate', 'maltodextrin', 'calcium pantothenate', 'sodium ascorbyl phosphate', 'tocopheryl acetate', 'pryidoxine hci', 'silica']","'Acne-prone', 'Enlarged pores', 'Redness'"
Garnier Natural Vegan Rose Soothing Hydrating Glow Mist 150ml,https://www.lookfantastic.com/garnier-natural-vegan-rose-soothing-hydrating-glow-mist-150ml/12298877.html,Mist,£5.99,"['Acne-prone', 'Enlarged pores']",Oily,"['glycerin', 'alcohol denat', 'arganine', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'citric acid', 'linalool', 'propanediol', 'rosa damascena', 'salicylic acid', 'sodium hydroxide', 'sodium phytate', 'parfum']","'Acne-prone', 'Enlarged pores'"
Elemis Pro-Collagen Rose Hydro-Mist 50ml,https://www.lookfantastic.com/elemis-pro-collagen-rose-hydro-mist-50ml/12095040.html,Mist,£43.00,['Redness'],Dry,"['rosa damascena', 'rosa hybrid flower extract', 'phenoxyethanol', 'glycerin', 'squalene', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'disodium edta', 'capric triglyceride', 'parfum', 'ammonium acryloyldimethyltaurate/vp', 'ethylhexyl glycerin', 'maris aqua', 'pentylene glycol', 'lactic acid', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'sodium hydroxide', 'padina pavonica extract', 'citronellol', 'geraniol', 'polysorbate 60', 'sorbitan isostearate', 'aster maritima extract', 'crithmum maritimum extract', 'suaeda maritima flower/leaf/stem extract', 'citric acid', 'sodium benzoate', 'pavlova lutheri extract', 't-butyl alcohol', 'sodium chloride', 'chlorella vulgaris extract', 'potassium sorbate', 'benzyl salicylate', 'allantoin', 'pelargonium graveolens extract', 'rosa damascena']",'Redness'
Neal's Yard Remedies Frankincense Hydrating Facial Mist 45ml,https://www.lookfantastic.com/neal-s-yard-remedies-frankincense-hydrating-facial-mist-45ml/11926843.html,Mist,£13.00,['Redness'],Dry,"['alcohol', 'glycerin', 'polyglyceryl-10 laurate', 'levulinic acid', 'abies alba leaf oil', 'cinnamomum zeylanicum bark extract', 'aloe barbadenis extract', 'calendula officinalis extract', 'sodium levulinate', 'boswellia sacra resin oil', 'berberis aquifolium extract', 'centella asiatica extract', 'citrus aurantium amara flower water', 'pogostemon cablin flower extract', 'limonene', 'linalool', 'eugenol', 'farnesol', 'geraniol', 'benzyl benzoate', 'cinnamal']",'Redness'
Garnier Organic Argan Mist 150ml,https://www.lookfantastic.com/garnier-organic-argan-mist-150ml/12040263.html,Mist,£5.99,"['Acne-prone', 'Enlarged pores']",Oily,"['hordeum vulgare extract', 'glycerin', 'alcohol denat', 'centaurea cyanus extract', 'argania spinosa extract', 'sodium hydroxide', 'sodium phytate', 'arganine', 'cocamidopropyl betaine', 'propanediol', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'citric acid', 'sodium benzoate', 'salicylic acid', 'linalool', 'limonene', 'benzyl alcohol', 'benzyl salicylate', 'parfum']","'Acne-prone', 'Enlarged pores'"
NUXE Refreshing Toning Mist 200ml,https://www.lookfantastic.com/nuxe-refreshing-toning-mist-200ml/12601908.html,Mist,£15.50,['Redness'],Dry,"['hexylene glycol', 'rosa damascena', 'glycerin', 'parfum', 'phenoxyethanol', 'allantoin', 'sodium gluconate', 'xylitylglucoside', 'coco-glucoside', 'anhydroxylitol', 'cetrimonium bromide', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'xylitol', 'citric acid', 'sodium hydroxide']",'Redness'
Rodial Dragon's Blood Essence 100ml,https://www.lookfantastic.com/rodial-dragon-s-blood-essence-100ml/12062155.html,Mist,£38.00,"['Acne-prone', 'Enlarged pores', 'Redness']",Oily,"['bis-peg-18 methyl ether dimethyl', 'niacinamide', 'phenoxyethanol', 'zinc gluconate', 'sodium pca', 'diglycerin', 'urea', 'disodium edta', 'ethylhexyl glycerin', 'glycerin', 'parfum', 'hydrolyzed opuntia ficus indica flower extract', 'sorbitol', 'lysine', 'pca', 'allantoin', 'lactic acid', 'croton lechleri resin extract', 'sodium hyaluronate', 'glutamylamidoethyl imidazole', 'geraniol', 'limonene', 'linalool']","'Acne-prone', 'Enlarged pores', 'Redness'"
Origins Ginzing™ Energy-Boosting Treatment Lotion Mist 150ml,https://www.lookfantastic.com/origins-ginzing-energy-boosting-treatment-lotion-mist-150ml/11273881.html,Mist,£18.50,['Bags under eyes'],Dry,"['butylene glycol', 'alcohol denat', 'polysorbate-20', 'citrus limon juice extract', 'citrus grandis', 'mentha viridis extract', 'citrus aurantium dulcis', 'limonene', 'linalool', 'citral', 'bambusa vulgaris extract', 'salvia sclarea', 'saccharomyces lysate extract', 'caffeinee', 'glycerin', 'panax ginseng root extract', 'pantethine', 'pisum sativum extract', 'hamamelis virginiana', 'sorbitol', 'laminaria saccharina extract', 'caprylyl glycol', 'creatine', 'acetyl carnitine', 'magnesium ascorbyl phosphate', 'punica granatum seed oil', 'faex extract', 'tourmaline', 'adenosine phosphate', 'folic acid', 'glucosamine hcl', 'sodium hyaluronate', 'citric acid', 'sodium benzoate', 'hexylene glycol', 'tocopheryl acetate', 'sodium citrate', 'disodium edta', 'phenoxyethanol']",'Bags under eyes'
Salcura Antiac Activ Liquid Spray (50ml),https://www.lookfantastic.com/salcura-antiac-activ-liquid-spray-50ml/10597526.html,Mist,£10.99,"['Acne-prone', 'Enlarged pores']",Oily,"['glycerin', 'glyceryl cocoate', 'hydrogenated cocos nucifera fruit extract', 'helianthus annuus seed oil', 'lecithin', 'sodium cetearyl sulfate', 'cetearyl glucoside', 'polyglyceryl-3 caprylate', 'polyglyceryl-4 coco-caprylate', 'alcohol denat', 'zinc pca', 'arganine', 'bisabolol', 'glyceryl laurate', 'p-anisic acid', 'melaleuca alternifolia leaf extract', 'sweet orange (citrus aurantium dulcis)', 'eucalyptus globulus', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'leptospermum scoparium leaf extract', 'mentha piperita extract', 'citrus aurantium amara flower water', 'carthamus tinctorius extract', 'hippophae rhamnoides extract', 'prunus amygdalus dulcis', 'olea europaea fruit oil', 'aloe barbadenis extract', 'vitis vinifera extract', 'maris sal', 'isononyl isononanoate', 'ceteareth-25', 'cetearyl alcohol', 'beta-carotene', 'phenoxyethanol', 'ethylhexyl glycerin', 'caprylyl glycol', 'limonene', 'linalool']","'Acne-prone', 'Enlarged pores'"
Revolution Skincare Caffeine Essence Spray 100ml,https://www.lookfantastic.com/revolution-skincare-caffeine-essence-spray-100ml/12589087.html,Mist,£6.00,['Bags under eyes'],Dry,"['bis-peg-18 methyl ether dimethyl', 'glycerin', 'castor oil', 'polysorbate-20', 'phenoxyethanol', 'caffeinee', 'parfum', 'ethylhexyl glycerin', 'disodium edta', 'camellia sinensis extract', 'citrus limon juice extract', 'hexyl cinnamal', 'limonene', 'linalool', 'sodium benzoate', 'citronellol', 'hydroxycitronellal', 'potassium sorbate', 'ci 19140']",'Bags under eyes'
Pestle & Mortar Balance Facial Spritz,https://www.lookfantastic.com/pestle-mortar-balance-facial-spritz/11887746.html,Mist,£28.00,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Dry,"['glycerin', 'gentiana lutea (gentian) root extract', 'rhodiola rosea root extract', 'silybum marianum extract', 'citrus tangerina extract', 'aspalathus linearis leaf extract', 'aloe barbadenis extract', 'ascorbic acid', 'leucine', 'valine', 'tyrosine', 'arganine', 'lysine', 'cysteine', 'sodium benzoate', 'potassium sorbate', 'sodium hydroxide', 'polysorbate-20', 'sodium lactate', 'phenoxyethanol']", 'Bags under eyes'
Murad Prebiotic 3-in-1 MultiMist 100ml,https://www.lookfantastic.com/murad-prebiotic-3-in-1-multimist-100ml/12042461.html,Mist,£30.00,"['Acne-prone', 'Enlarged pores', 'Bags under eyes']",Oily,"['glycerin', 'propanediol', 'niacinamide', 'hydrolyzed yeast protein', 'caesalpinia spinosa extract', 'kappaphycus alvarezii extract', 'saccharide isomerate', 'xylitylglucoside', 'anhydroxylitol', 'xylitol', 'zinc gluconate', 'caffeinee', 'hydroxyethyl urea', 'urea', 'yeast amino acids', 'trehalose', 'inositol', 'taurine', 'betaine', 'butylene glycol', 'pentylene glycol', 'caprylhydroxamic acid', '1,2-hexanediol', 'divinyldimethicon/dimethicon copolymer', 'acrylates/polytrimethylsiloxymethacrylate copolymer', 'c12-13', 'c12-13', 'laureth-1 phosphate', 'polysorbate-20', 'parfum']","'Acne-prone', 'Enlarged pores', 'Bags under eyes'"
Bloom and Blossom Rejuvenating Facial Spritz (100ml),https://www.lookfantastic.com/bloom-and-blossom-rejuvenating-facial-spritz-100ml/10556038.html,Mist,£12.00,['Redness'],Dry,"['aloe barbadenis extract', 'equisetum arvense extract', 'alchemilla vulgaris extract', 'polysorbate', 'citrus aurantifolia oil', 'centella asiatica extract', 'maltodextrin', 'silica', 'phenoxyethanol', 'ethylhexyl glycerin', 'potassium sorbate', 'sodium benzoate', 'limonene', 'citral']",'Redness'
Zelens PROVITAMIN D Fortifying Facial Mist 50ml,https://www.lookfantastic.com/zelens-provitamin-d-fortifying-facial-mist-50ml/12243341.html,Mist,£55.00,"['Acne-prone', 'Enlarged pores']",Oily,"['propanediol', 'glycerin', 'polyglyceryl-3 pca', 'betaine', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'beta vulgaris root extract', 'fructooligosaccharides', 'zinc pca', 'methyl cyclodextrin', '7-dehydrocholesterol', 'sodium pca', 'pca', 'perilla frutescens leaf extract', 'serine', 'proline', 'alanine', 'glycine', 'glutamic acid', 'lysine hci', 'threonine', 'arganine', 'levulinic acid', 'sodium lactate', 'potassium lactate', 'sodium levulinate', 'potassium sorbate', 'sodium hydroxide', 'lactic acid', 'glucose']","'Acne-prone', 'Enlarged pores'"
